,node,cluster,location,description,followers,name,created_at,likes,statuses_count
2786,SonuOjh87807700,1,None,Bandel Mondal I.T incharge,86,Sonu Ojha,27-Dec-2019 (08:54:45.000000),272,869
2787,pratiksoni77,1,Mumbai  India,Social Media Marketer Graphic Designer Video Editor,40,Pratik Soni,18-Jun-2010 (16:01:41.000000),650,775
2788,ronakrbafna,1,Mumbai  India,A Young Mind to Transform #INDIATweets are personal  no Endorsement.,72,Ronak R Bafna,23-Feb-2016 (18:58:33.000000),586,760
2789,evvvlchris,0,None,Hope you like this. Get ready.,6,Evvvlchris,06-Feb-2020 (02:50:24.000000),4094,3302
2790,resister_mike,0,California  USA,Husband  father. Studying psychology  philosophy  sociology. Proud liberal  sorry Dad. #TheResistance #Impeachtrump #Bluewave #TheGlobalResistance#FuckCancer,7141,Cali Resist,14-Jun-2017 (02:28:49.000000),142193,48327
2791,PrabirKunduBJP,1,None,None,1,Prabir Kundu,13-Oct-2020 (03:55:07.000000),4,832
2792,JustinaNtabgoba,1,Kampala  Uganda,Strategic Communications| Director Gemini Consult| Rotarian| Passionate about Uganda 🇺🇬,1066,Justina Ntabgoba,21-Aug-2012 (18:20:28.000000),3681,3061
2793,mohan90252512,1,None,None,30,mohan,09-Nov-2017 (04:33:12.000000),555,751
2794,MishaKhalid7,1,Karachi  Pakistan,KMDCian Mbbs 📚👩‍⚕️,12,Misha Khalid,04-Jun-2020 (16:26:09.000000),289,504
2795,the_gaba,0,Romulus  Michigan ,The Global African Business Association is a business support network for African based businesses. Our aim is to link the resources between U.S and Africa.,75,The Real GABA Network (Akindele Akinyemi),19-May-2019 (19:28:15.000000),803,2709
2796,DIEBO37RT,1,United States- Boston,This ℝ𝕋 Account for @DIEBO37  ⚖︎ ♼ ☕︎#Health #political #TechNews #nature#technology #Space #nutrition #photo #quote. 🇺🇸,1682,George𝕲🇺🇸,12-Jul-2020 (16:46:42.000000),20483,105452
2797,DrDinaGohar,0,University of Michigan,#Psychology Faculty @UMich(as an alum of both GO[@DukeU]BLUE! ;) Social& #ClinicalPsychologist #Anxiety #CBTWorks #PPT #Teaching #SoTL #SelfPresentation She/Her,753,Dina Gohar  Ph.D.✊🏽VOTE!,03-Nov-2013 (09:15:28.000000),5546,4126
2798,Somnath63021378,1,Indas,None,1,SOMNATH MAJI,13-Feb-2018 (14:29:02.000000),45,107
2799,AnuSark04869766,1,katwa,জেলা সম্পাদিকা ভারতীয় জনতা যুবো মোর্চা বর্ধমান পূর্ব(কাটোয়া) সাংগাঠনিক জেলা।,213,Anu Sarkar,20-Jul-2020 (05:11:53.000000),197,618
2800,False_Pos1t1ve,0,None,No to the New Normal.Yes to Democracy  Yes to Freedom.,1108,Concerned Citizen,22-Sep-2020 (19:06:01.000000),8063,11338
2801,rajbjpnamosevak,1,Mumbai  India,Secretary (South Indians Cell) Mumbai BJP,536,Rajesh Sadanand Shetty,12-Jun-2009 (09:11:44.000000),2317,1658
2802,Begusarai8,1,None,None,24,Begusarai,16-Oct-2020 (03:46:20.000000),10850,8700
2803,Jennife58996304,0,West Chester  OH,🌊#RESIST🌊Momma/gramma  caring for teen son w/autism❤ love my 7 rescue cats.  LOVE NOT HATE  b4 it's too late. BLM. BIDEN/HARRIS!!! GO JOE!!🌊🌊🌊,2481,Jennifer,17-Apr-2019 (19:24:45.000000),25220,14960
2804,redial999,0,God’s own country,we need a first amendment now and the second for what lies ahead. I’ll never vote for globalists again. No DMs please. Now on Parler @redial999.,2954,🔱🇬🇧jojo🇬🇧🔱,31-Jan-2012 (19:39:06.000000),74198,78065
2805,i_mnilesh,0,DEOS (UP)  BPL  DDN  Hyderabad,Senior Scientific Officer @ICRISAT| Interests: #DigitalAg #SciComm #Music. Alma Mater #NAARM @ICARINDIA. Views: personal,715,Nilesh Mishra,11-Feb-2010 (07:59:24.000000),10355,5933
2806,Annleicester3,0,None,love politics   love Europe not the EU brexiteer through and through   No DM please i was born in the 50s and loved it.,332,ann,23-Jun-2020 (06:02:19.000000),12696,14098
2807,katekillet,0,the 666ix,music documentarian. photographer. creative director of @POSIVIB3Z. 1/2 of @klitkult. polaris jury member. meme. she/dude/angel. BLACK LIVES MATTER.,4721,acab for killet,08-Dec-2008 (15:42:39.000000),57464,72395
2808,NovelFinds,0,Shropshire,Embedded in beautiful Shropshire  working to help wildlife  reading lots  doing a bit of writing. RTs don't necessarily imply agreement.,1668,Lorna Taylor,06-Jan-2011 (11:44:24.000000),14845,19891
2809,kalel2008,1,RI,To be true is to be real and always be youself and never judge someone by the outer appearance but by the size of his or her heart .,33,Chris,30-Sep-2014 (03:58:21.000000),502,127
2810,syawal,0,None,“Everything should be made as simple as possible  but no simpler.” - Albert Einstein.  RT or Like ≠ endorsement.,2763,syawal™ シ,17-May-2007 (13:31:09.000000),1966,237475
2811,GlenThinksStuff,0,Somewhere with a mask on,I have a podcast. I’d roll my eyes more at people but I’m lazy.                     email: glenthinksstuff@yahoo.com,4564,Glen,24-Apr-2018 (00:53:19.000000),21893,19662
2812,ProgBeliever,0,United States,230K dead Americans #WearAMask #trumpvirus #covid19  #VoteBlue2020 #VoteBlueDownBallot #trumpkills  #BidenHarris2020 #GOPComplicitTraitors  No DMs 8645110320,24102,Progressive Seeker -😷🌊BidenHarris2020🌊😷,11-Aug-2018 (22:29:44.000000),25265,42471
2813,PeterOrganKing,0,None,Organist Emeritus  Bath Abbey; concert organist; choral conductor; architecture freak; clock collector; dog lover; easy maintenance gardener,1121,Peter King,12-Aug-2014 (21:01:15.000000),35718,27726
2814,elmartinsz,0,Ireland,Believer | Manchester United 🔴 | Mechatronics Engineer | UL | Mechanical Engineer | Landmark University |Sia Furler ♥,958,Tolu,20-Feb-2013 (21:37:42.000000),1927,56474
2815,LevUThot,1,He/him,Looking like a snack at airports since 1999. The day I get to see Kim Petras and Charli XCX live it’s over for you hoes.,179,Lev,16-Jun-2018 (14:47:46.000000),68563,39962
2816,bezaleel_me,0,Lagos  Nigeria,Accountant 👩🏻‍💼~~~~~~~~~~~                       •Only Good Energy•,194,oshie,12-Nov-2018 (08:52:16.000000),1568,132
2817,Resist2k18,1,Texas,Wife👰🏾 Mother🤱🏾 PROUD RESISTER✊🏾 #StillWithHer #BidenHarris2020 #NeverMyPresident,3779,🥁RedStateDem__🥁,27-Nov-2011 (17:43:30.000000),229557,133176
2818,Clariss85651202,0,None,None,4,Clarisse,21-Mar-2020 (09:36:45.000000),1119,1035
2819,lime_link,0,None,Helping podcasters. Retweeting #podernfamily.Ran by @jackrhysider,7687,Lime Link,05-May-2018 (16:06:59.000000),103048,131729
2820,DavidPh62361337,0,United States,Enjoying the entertainment,0,David Phillips,15-Sep-2020 (18:10:51.000000),116,1098
2821,doctor_of_doom,0,Latvia,Destroyer of Worlds  loves picnics,47,💧Doctor Doom,15-Sep-2009 (12:04:59.000000),1124,1357
2822,Sallu_Saiyed,0,Gujarat  India,Working Hard Today For The Better Tomorrow...,38,Salahuddin Saiyed صلاح الدین سعی 🇮🇳,01-Jun-2016 (17:21:28.000000),26833,10308
2823,DeathByTheFox,0,Denver  CO,US Navy/ likes ≠ endorsement/ personal profile. he/him,242,Brian “that really tall guy” Keathley 🌐,10-Oct-2009 (15:30:52.000000),45595,6013
2824,taniawh84254660,1,UK,#NHS #AnimalRights #HumanRights #BlackLivesMatter #brexitreality #FascistRegime https://brexitlies.com/ RT not always endorsements. No DM.,2502,TWBB #ENDCHILDFOODPOVERTY,16-Jul-2019 (16:18:27.000000),2955,10430
2825,KarimKhldi,0,Tripoli  lebanon ,.,1113,Karim Khaldi,23-Mar-2013 (20:09:18.000000),5859,2980
2826,AzizianRahim,0,Mars  PA,Judge a man by his questions rather than his answers._ Voltaire#RESIST #FBR #Neurosciences #Neurodiversity #WritingCommunity,32941,Rahim Azizian,29-Apr-2019 (22:04:07.000000),17888,8674
2827,airnews_mumbai,1,Mumbai  India,Official account of Regional News Unit  All India Radio  Mumbai,3263,AIR News Mumbai  आकाशवाणी मुंबई,19-Dec-2016 (10:44:21.000000),189,40429
2828,oshey_fans,0,Heaven,I have the mind of Christ and I live the life of Christ💯🤸🤸💯,1055,OSHEY FANS,03-Dec-2009 (10:56:37.000000),11132,17735
2829,semljnika,1,None,@marienassar_ 🌷@marie_nassar😘 @Jn_7L 🌼 @iv_boks 🍃 @WonderfulSpace4🐈🐕,40009,Daria 🍁,17-Oct-2015 (20:33:55.000000),111291,182207
2830,s0ranek07,1,None,Japan 👩🏻❤️No DM Thanks❤️🐈🐾🍀🌺🍀❤️✌️,13399,蒼♡AO♡💙,14-Sep-2013 (15:36:06.000000),217637,328852
2831,Quanty_Q,1,HOMES🌈 I'm sooooo proud of 💛,Treasure universal values🌈Hate Injustice/Animal Abuse 💕All lives matter Don't be evil☀️May GOD bless those sufferg fr sickness poverty turmoil n tyranny!,1400,Q,15-Aug-2019 (19:30:25.000000),31656,19628
2832,BenediktAmrhein,1,Bonn  Germany / Deutschland,Artist; member of the #Resistance followed by @glennkirschner2 @funder @DearAuntCrabby #atheist #science #BidenHarris2020 #blacklivesmatter #OneV1 Z26,24641,Benedikt Amrhein 🌊 #fbr #Antifa 8645110320,31-Jul-2011 (17:10:25.000000),72757,82120
2833,zr21designs,1,Worldwide,Hello Everybody. I share with you great designs of TShirts & accessories  so I'm counting on you to visit & share with everyone. Thanks in advance. ❤,1709,ZR21designs,16-Oct-2019 (18:01:07.000000),3896,2341
2834,mine21Kavin,0,None,Loving Win Metawin Opas-iamkajorn @winmetawin #winmetawin ❤ only 😉,230,minewin,09-Sep-2020 (05:20:07.000000),5548,16932
2835,Sanitha25516251,1,None,medical & health,13,Sunny Thakur,03-Jun-2020 (15:30:43.000000),280,231
2836,Shamemovement,0,Georgia,Welcome to the official Twitter page of the Shame Movement in #Georgia. Reuniting freedom fighters across Georgia since June 2019 🇬🇪,1090,Shame Movement,28-Jun-2019 (12:09:07.000000),2229,2600
2837,HARD_HODL,0,United States,America: “We are the last best hope for freedom.” Sic semper tyrannis. “You may fetter my leg  but Zeus himself can not get the better of my free will.”,350,Cerberus,24-Jun-2018 (01:22:55.000000),12824,14009
2838,maskurself,0,None,Mask offers very little protection to the bearer! Wearing the mask is to protect others from you & vice-versa,8,maskurself,02-May-2020 (02:55:22.000000),828,4203
2839,dimedadze1,0,Tbilisi  Georgia,• BA Student at Free University of Tbilisi.• Creative Copywriter at Mozaika Creative Agency.• LC at @sflibertyLibertarian🗽 Citizen of Georgia🇬🇪,114,Dachi Imedadze,10-Feb-2020 (20:06:03.000000),1642,1618
2840,Teona29582620,0,Georgia,None,14,Teona putkaradze,02-Jan-2020 (09:28:52.000000),672,481
2841,hallogator,0,None,Tweets and RTs are to give you an opportunity to check if it's true. Some likes may be just bookmarks.,329,Hallo Gator,02-Jun-2013 (10:36:40.000000),2233,29312
2842,BlackkLotusss,0,Andromeda galaxy,Support my homeland by donating here: https://www.himnadram.org/en #ArtsakhStrong,1038,Tath🇦🇲,07-Dec-2013 (21:55:08.000000),1469,659
2843,DPVH,0,Hampshire,Disabled People's Voice,180,DPV,02-Jun-2012 (11:15:50.000000),139,1290
2844,illbedamed,0,California  USA,#PERSIST #RESIST #ASSIST #COEXIST🌊🦅🌲🐘🐳🦒☮️❤️🌈🌊,4187,E-D's saying......,12-Oct-2012 (04:08:14.000000),176481,125874
2845,homeatlast9,0,United States,#resist,15265,Impartial Justice #Resist,11-Nov-2018 (02:04:30.000000),2465,21367
2846,Ayomide_oj,0,Johannesburg  South Africa,†,507,AYO,22-Jul-2012 (17:09:10.000000),3350,14555
2847,bakutransport,0,Baku  Azerbaijan,Bakı Nəqliyyat Agentliyinin rəsmi twitter səhifəsi / Official page of Baku Transport Agency,882,Baku Transport Agency - BNA,25-Jul-2018 (11:40:35.000000),266,574
2848,grhluna24,0,None,AUTISM AWARENESS campaign:atm we r up and running * doing all the things in science we arent supposed to do* #autismacceptance RT isnt endorsement,6338,Autie - Artificial Autism Intelligence,21-Oct-2017 (16:53:12.000000),556,263980
2849,AkakiA98,0,Georgia,None,44,Akaki Alagardashvili,26-Jan-2017 (08:44:11.000000),187,135
2850,Dr_G_Hobley,1,Exile,PhD Organic Chem.  biological chemist: nothing has made a greater contribution to 21st century chemistry than NMR  NOESY  COSY etc. Scientist  teacher  writer.,1265,Gerard Hobley #DIY #RevoltAgainstCorruption,15-Nov-2016 (21:53:31.000000),9148,27569
2851,dfptvm,1,Trivandrum  India,Regional Outreach Bureau  Trivandrum is an office under the Ministry of Information and Broadcasting  Government of India,784,ROB Kerala-Lakshadweep,08-Jul-2016 (05:21:53.000000),50,7003
2852,milenzadoyan,0,Armenia,None,162,Milena Zadoyan,27-Sep-2020 (09:18:59.000000),967,185
2853,PuducherryFOB,1,Pondicherry  India,This is official account of Field Outreach Bureau  Govt. of India  Puducherry.,327,Field Outreach Bureau  Puducherry,06-Jun-2019 (07:06:56.000000),9163,10578
2854,CareGuardMask,0,New Delhi  India,PD Group is a Market leader in Eco Friendly 3 ply masks  Face Shields  PPE  Medical Head Covers  Surgeon Caps  Shopping Bags  Non-Woven Fabric & much more,967,Careguard #IndiaFightsCorona,19-Dec-2016 (07:11:26.000000),303,1459
2855,KisumuSH,1,Kisumu  Kenya,Kisumu Specialists Hospital specialized care for the Lake Region.  Call 0780154131   Email: info@kishospital.co.ke Website: http://www.kishospital.co.ke,166,Ksm Specialists Hosp,14-Sep-2016 (12:50:38.000000),64,180
2856,cappa_cit,0,Cork  Ireland,Centre for Advanced Photonics & Process Analysis  research centre. @EITechGateway @CIT_ie @irishfoodtech #InnovationThroughLight #Photonics #Optics #Research,1031,CAPPA,11-Apr-2016 (14:49:47.000000),4842,2726
2857,lunamosity1,0,Here and Now  USA,"Animal Lover. Non-Partisan. Human Rights. Observe  Learn  Teach  Empower. Retweets and Likes Do Not = Agreement. Common Sense Is Not So Common"" #TheResistance""",987,Lunamosity,16-Jan-2014 (01:12:13.000000),88762,12986
2858,nykdharwad,1,None,NEHRU YUVA KENDRA DHARWADMINISTRY OF YOUTH AFFAIRS AND SPORTSGOVT OF INDIA,82,nykdharwad,13-Oct-2020 (11:08:58.000000),40,61
2859,Stellmacher20,1,None,Bądź miały dla swoich wrogów  nic ich bardziej nie rołości ...Uwaga❗Zdjęcia i filmy nie są moje.No DM ♡No Porno♡I Retum! RT from my photos.!,13454,Bożena.,15-Jan-2016 (20:03:13.000000),412435,487052
2860,SWRRLY,0,Hubli  Karnataka,Official Account of the South Western Railway Ministry of Railways  Government of India.,43854,South Western Railway,11-May-2015 (17:00:07.000000),1975,18556
2861,GranadosAbygail,0,None,CLASS OF 18!!! 🐏Mayde Creek HS🐏,37,Natalie Abygail,23-Aug-2016 (18:30:14.000000),1196,617
2862,Newsenm,0,United States,The latest international news in one place,241,ENM News,24-Jan-2019 (17:05:12.000000),44,101682
2863,Marcina85409185,0,None,Karabakh is Azerbaijan,90,Marcina,11-Oct-2020 (17:21:31.000000),880,450
2864,DougBettcher,1,None,Public Health physician and Doctor of International Relations  proud to have worked at @WHO to prevent #NCDs,2734,Douglas Bettcher,10-Jul-2017 (07:31:10.000000),2312,14487
2865,thegirlMoshe,0,None,Self love IG- Mo_shayyy,1046,Mistress,01-Jan-2013 (18:23:45.000000),13612,37900
2866,1thingaweeek,0,None,Posting 1 THING A WEEK  every Monday at 8:30 GMT. Content by @cchana.,45,1 Thing A Week,10-Nov-2017 (12:00:54.000000),1,2990
2867,Cass_EF,1,City of London  London,The Cass Entrepreneurship Fund is a £10m venture capital fund investing in early-stage  high-growth businesses  with a focus on B2B tech.,326,Cass Entrepreneurship Fund,11-Oct-2015 (20:20:14.000000),375,364
2868,nawabi_memer,0,लखनऊ  भारत,~ Content creator |#nawabi_memer,2948,Nawabi Memer,15-Aug-2013 (08:46:41.000000),24871,16605
2869,tuckerdemps,0,New Orleans  LA,Disabled Artist  #NOAA #SignatureArtist #NavyVet TeachingArtist  FineArtist 27 yrs  #ActionArtworkRental #neworleansnative #FineArtByTuckerDemps,1136,FineArt TuckerDemps,28-Apr-2008 (19:46:38.000000),32624,73262
2870,KevalramP,0,जोधपुर राजस्थान ,भग्वा राष्ट वाहिनी राजस्थान प्रदेश उपाध्यक्ष केवलराम पटेल जोधपुर राजस्थान 📞9930756398भारतीय जनता पार्टी🙏पत्रकार 🙏जो भी लिखता हु दिल से लिखता हू 🙏,1593,Kevalram Patel #TPN,13-Apr-2017 (12:39:46.000000),51602,30473
2871,My_God_Is_A_Vow,0,Somewhere on the planet earth,Your photos?please say. #FreeGaza #Ghouta #Yemen #Rohingya #AgainstRacists #SaveHumanity #FaithMatters #Justice4MyLovelyDad ❤️💔 #AgainstNHS WARNING:sad content,1257,💔I miss dad 💔seeking justice,19-May-2013 (11:44:24.000000),9565,35483
2872,Pitfall_Jake,0,Chicago (Earth 1123 6536 5321),Pitfall Harry Explorer Club,44,Pitfall Jake,27-Oct-2011 (03:17:54.000000),35183,3333
2873,Contakk,0,UK,I believe the scientist. Trump hater. Feminist. BLM.Empty Nester. World Citizen. Autism Advocate. Supporter of Journalists.#BlackLivesMatter,615,Kim K,24-Sep-2009 (23:08:36.000000),58229,11763
2874,jasonNokidding,1,None,this is my 3rd account (other 2 were deleted by Twitter for attacking MAGAts). and the last. No love for the Trumpster fire. Proud dad. Crazy.,2056,Jason,22-Oct-2020 (04:46:07.000000),1426,1044
2875,contactsujeet1,0,Darbhanga Bihar,Engineer..views..likes..retweets are personel..soul 2 india..life 2 humanity..b human!👨‍🦱 31dec.🎂 I just find myself happy with the simple things.😉,366,Sujeet Kumar Singh,02-Jan-2013 (06:15:26.000000),58714,34103
2876,johanalinn,0,None,💝,87,Johana,15-Jan-2015 (00:12:46.000000),4074,2342
2877,DublinTalks98FM,0,Dublin  Ireland,Official Twitter for 98FM's Award Winning Dublin Talks - Mon-Fri - 10-12 on @98FM with @adrianfkennedy & @jeremydixondj. Call 01-6797981 Message: 087-7989898.,15175,Dublin Talks™ 98FM,18-Sep-2012 (23:51:07.000000),839,2143
2878,mithu796311,0,मृग कस्तुरी 🙏🚩ॐ,# जयहिंदश्रीराम 🙏🏼 एक रहें अतः अंतित्वगत्वा हरी ॐ । # हर-हर महादेव । फिर क्यों लोभ । साधुवाद । रिटिविट    करता करें नहीं करें पर जानकारी ।।,4216,🚩 परशुराम ॐ जयहिंदश्रीराम ॐ 🚩 O+,07-Jan-2014 (16:27:26.000000),258182,1015065
2879,LexoWin,0,None,win🙈 exol❤,48,winmetawin,28-Aug-2020 (17:04:23.000000),7533,19457
2880,RandomTasha,0,None,Sometimes I sit and think  and sometimes I just sit. I don’t want you to think like me - I just want you to think!,133,Tasha,06-Apr-2020 (13:12:46.000000),3665,2278
2881,henrygw,0,Weybridge  Surrey,A tech geek   cycle mad   hard drinking   hard play  family guy !,230,Henry Whicheloe,02-Feb-2009 (17:37:39.000000),505,2446
2882,louderthanally,1,magic shop | she/her,kim namjoon’s background vocals in mikrokosmos pull my heart strings • fan account,257,ᴮᴱ ally⁷,23-Jun-2017 (10:53:06.000000),7533,137869
2883,ElumalaiDhanda1,0,None,A Proud Indian,23,Elumalai Dhandapani,06-Apr-2020 (11:53:18.000000),798,534
2884,R_D_JAGDALE,0,कळंब जि.उस्मानाबाद महाराष्ट्र,राजा शिवछ्त्रपती महाराज कीं जय भारत माता की जय WE ARE INDIAN,1624,Jagdale Rameshwar Durgadas,19-May-2012 (10:09:38.000000),23286,4612
2885,_Keddy_,0,Winterfell ,Social activist of sorts when sufficiently provoked .Sucker for smart folks. music junkie .Hala Madrid!!,627,Elie Cohen,08-Oct-2010 (00:35:21.000000),5253,85507
2886,Tabagari,0,Tbilisi,Civic activist from Georgia. Director of @TbilisiPride 🏳️‍🌈 Tweeting about LGBTQI rights  Politics  EU  EaP. Alumnus of @collegeofeurope 🇪🇺,3594,Giorgi Tabagari,11-Apr-2009 (08:35:03.000000),5713,10925
2887,AmyDonohoe1,0,Cootehill  Caaaaaaavan🇮🇪,earth lover 🌍💚| writer📝 | email enquiries to: amydonohoe17@gmail.com | all sarcastic comments  unfortunate anecdotes & views my own,1286,Amy Donohoe,06-Jun-2012 (21:20:14.000000),30635,8372
